,file_names,bi_grams,tri_grams
0,no_107_Protected Mobility Vehicle – Light  PMV L    Australian    _data.json,"[['land_phase', 1.0], ['vehicle_trailer', 1.0], ['official_sensitive', 0.6], ['sensitive_official', 0.6], ['support_system', 0.5750000000000001], ['full_rate', 0.47500000000000003], ['capability_delivery', 0.45000000000000007], ['capability_manager', 0.45000000000000007], ['phase_project', 0.45000000000000007], ['reliability_issue', 0.45000000000000007], ['major_project', 0.42500000000000004], ['major_risk', 0.42500000000000004], ['rate_production', 0.42500000000000004], ['rgt_number', 0.4], ['offic_sensitive', 0.37500000000000006], ['verification_validation', 0.37500000000000006], ['critical_failure', 0.35000000000000003], ['risk_issue', 0.35000000000000003], ['test_evaluation', 0.35000000000000003], ['operational_capability', 0.325], ['delivery_performance', 0.3], ['interim_pass', 0.3], ['production_baseline', 0.3], ['project_budget', 0.3], ['stage_engineering', 0.3], ['evaluation_activity', 0.275], ['scope_auditor', 0.275], ['development_testing', 0.25], ['introduction_service', 0.25], ['materiel_release', 0.25], ['production_delay', 0.25], ['production_vehicle', 0.25], ['project_offic', 0.25], ['second_pass', 0.25], ['system_design', 0.25], ['vehicle_acceptance', 0.25], ['auditor_general', 0.22500000000000003], ['low_rate', 0.22500000000000003], ['month_due', 0.22500000000000003], ['rate_initial', 0.22500000000000003], ['activity_rgt', 0.2], ['caveat_caveat', 0.2], ['design_review', 0.2], ['external_subject', 0.2], ['further_development', 0.2], ['hawkei_full', 0.2], ['hawkei_reliability', 0.2], ['initial_materiel', 0.2], ['issue_maturity', 0.2], ['light_tactical', 0.2]]","[['sensitive_official_sensitive', 1.0], ['full_rate_production', 0.7083333333333334], ['land_phase_project', 0.625], ['offic_sensitive_official', 0.625], ['capability_delivery_performance', 0.5], ['major_risk_issue', 0.4583333333333333], ['test_evaluation_activity', 0.4583333333333333], ['major_project_offic', 0.41666666666666663], ['project_offic_sensitive', 0.41666666666666663], ['low_rate_initial', 0.375], ['activity_rgt_number', 0.33333333333333337], ['external_subject_matter', 0.33333333333333337], ['hawkei_full_rate', 0.33333333333333337], ['initial_materiel_release', 0.33333333333333337], ['issue_maturity_production', 0.33333333333333337], ['maturity_production_delay', 0.33333333333333337], ['reliability_issue_maturity', 0.33333333333333337], ['support_system_design', 0.33333333333333337], ['rate_initial_production', 0.2916666666666667], ['verification_validation_activity', 0.2916666666666667], ['administrative_control_place', 0.25], ['baseline_vehicle_trailer', 0.25], ['engineering_manufacturing_development', 0.25], ['forecast_variance_month', 0.25], ['further_development_testing', 0.25], ['hawkei_reliability_issue', 0.25], ['initial_maintenance_evaluation', 0.25], ['introduction_service_training', 0.25], ['office_capability_manager', 0.25], ['part_land_phase', 0.25], ['production_baseline_vehicle', 0.25], ['production_vehicle_trailer', 0.25], ['project_line_management', 0.25], ['project_office_capability', 0.25], ['rate_production_baseline', 0.25], ['real_variation_scope', 0.25], ['second_pass_approval', 0.25], ['stage_engineering_development', 0.25], ['stage_engineering_manufacturing', 0.25], ['subject_matter_expert', 0.25], ['auditor_general_major', 0.20833333333333331], ['description_remedial_action', 0.20833333333333331], ['general_major_project', 0.20833333333333331], ['initial_operational_capability', 0.20833333333333331], ['materiel_capability_delivery', 0.20833333333333331], ['operational_test_evaluation', 0.20833333333333331], ['scope_auditor_report', 0.20833333333333331], ['section_scope_auditor', 0.20833333333333331], ['achievement_initial_materiel', 0.16666666666666669], ['allowable_critical_failure', 0.16666666666666669]]"
1,no_111_WORKING SECURELY WITH DEFENCE   Australian Industry    _data.json,"[['cyber_security', 1.0], ['security_clearance', 0.9315068493150684], ['disp_membership', 0.904109589041096], ['personnel_security', 0.904109589041096], ['physical_security', 0.8082191780821918], ['defence_industry', 0.7534246575342466], ['security_incident', 0.589041095890411], ['security_risk', 0.5753424657534247], ['security_requirement', 0.5342465753424658], ['entry_level', 0.5068493150684932], ['security_officer', 0.4794520547945206], ['supply_chain', 0.4246575342465754], ['standalone_device', 0.36986301369863017], ['top_secret', 0.3561643835616438], ['australian_government', 0.31506849315068497], ['industry_security', 0.31506849315068497], ['level_membership', 0.31506849315068497], ['service_provider', 0.31506849315068497], ['content_publication', 0.30136986301369867], ['security_policy', 0.30136986301369867], ['risk_assessment', 0.28767123287671237], ['clearance_level', 0.27397260273972607], ['network_standalone', 0.27397260273972607], ['requirement_entry', 0.27397260273972607], ['security_industry', 0.27397260273972607], ['security_measure', 0.27397260273972607], ['defence_security', 0.26027397260273977], ['membership_level', 0.26027397260273977], ['hysical_ecurity', 0.24657534246575344], ['ict_cyber', 0.24657534246575344], ['information_asset', 0.24657534246575344], ['high_level', 0.2328767123287671], ['insider_threat', 0.2328767123287671], ['level_disp', 0.2328767123287671], ['classified_information', 0.2191780821917808], ['information_security', 0.2191780821917808], ['level_security', 0.2191780821917808], ['business_security', 0.2054794520547945], ['employment_screening', 0.2054794520547945], ['item_entity', 0.2054794520547945], ['more_information', 0.2054794520547945], ['requirement_disp', 0.2054794520547945], ['security_standard', 0.2054794520547945], ['small_medium', 0.2054794520547945], ['system_network', 0.2054794520547945], ['default_file', 0.1917808219178082], ['defence_contract', 0.1917808219178082], ['overseas_travel', 0.1917808219178082], ['risk_management', 0.1917808219178082], ['secret_information', 0.1917808219178082]]","[['network_standalone_device', 1.0], ['defence_industry_security', 0.9500000000000001], ['requirement_entry_level', 0.9500000000000001], ['ict_cyber_security', 0.9], ['personnel_security_clearance', 0.7499999999999999], ['security_risk_assessment', 0.7499999999999999], ['chief_security_officer', 0.6499999999999999], ['security_industry_resource', 0.6499999999999999], ['security_policy_plan', 0.6499999999999999], ['cyber_security_standard', 0.6], ['level_disp_membership', 0.6], ['small_medium_sized', 0.6], ['cyber_security_requirement', 0.5499999999999999], ['industry_security_program', 0.5499999999999999], ['physical_security_measure', 0.5499999999999999], ['foreign_ownership_control', 0.5], ['official_official_sensitive', 0.5], ['content_publication_cloud', 0.45], ['defence_industry_supply', 0.45], ['cyber_security_incident', 0.39999999999999997], ['hysical_ecurity_one', 0.39999999999999997], ['ownership_control_influence', 0.39999999999999997], ['personnel_security_requirement', 0.39999999999999997], ['secret_top_secret', 0.39999999999999997], ['security_clearance_level', 0.39999999999999997], ['top_secret_information', 0.39999999999999997], ['ability_security_clearance', 0.35], ['accreditation_network_standalone', 0.35], ['cyber_supply_chain', 0.35], ['default_file_official', 0.35], ['disp_membership_requirement', 0.35], ['dspf_handle_store', 0.35], ['industry_supply_chain', 0.35], ['information_physical_asset', 0.35], ['medium_sized_business', 0.35], ['secret_information_material', 0.35], ['security_ict_cyber', 0.35], ['australian_government_security', 0.3], ['defence_accreditation_network', 0.3], ['defence_contract_manager', 0.3], ['governance_personnel_security', 0.3], ['level_ensure_facility', 0.3], ['level_personnel_security', 0.3], ['risk_oversight_management', 0.3], ['security_officer_cso', 0.3], ['security_requirement_disp', 0.3], ['standalone_device_accordance', 0.3], ['standalone_device_process', 0.3], ['supply_chain_risk', 0.3], ['accordance_dspf_handle', 0.25]]"
2,no_117_RELEASED UNDER FOI   Prime Minister and Cabinet_data.json,"[['mobility_vehicle', 1.0], ['vehicle_light', 0.9406779661016947], ['tactical_vehicle', 0.6864406779661016], ['auditor_mobility', 0.6779661016949152], ['report_auditor', 0.6779661016949152], ['light_sensitive', 0.6694915254237287], ['light_tactical', 0.6610169491525423], ['sensitive_copy', 0.6525423728813559], ['joint_light', 0.6440677966101694], ['section_report', 0.5677966101694915], ['second_pass', 0.5338983050847457], ['copy_sensitive', 0.44915254237288127], ['integral_computing', 0.423728813559322], ['computing_system', 0.4067796610169491], ['value_money', 0.38983050847457623], ['initial_production', 0.3728813559322034], ['test_evaluation', 0.3728813559322034], ['rate_initial', 0.3644067796610169], ['low_rate', 0.3389830508474576], ['defence_thale', 0.2796610169491525], ['land_phase', 0.2627118644067796], ['interim_pass', 0.24576271186440674], ['critical_failure', 0.22033898305084743], ['reliability_demonstration', 0.22033898305084743], ['defence_government', 0.211864406779661], ['acquisition_contract', 0.19491525423728812], ['pass_defence', 0.19491525423728812], ['sole_source', 0.1864406779661017], ['vehicle_defence', 0.1864406779661017], ['demonstration_test', 0.17796610169491525], ['request_proposal', 0.17796610169491525], ['advice_government', 0.1694915254237288], ['defence_project', 0.1694915254237288], ['integral_system', 0.1694915254237288], ['defence_effective', 0.16101694915254236], ['project_land', 0.16101694915254236], ['contract_change', 0.15254237288135591], ['gate_review', 0.14406779661016947], ['production_reliability', 0.14406779661016947], ['elbit_system', 0.13559322033898302], ['first_pass', 0.13559322033898302], ['project_office', 0.13559322033898302], ['reduction_activity', 0.13559322033898302], ['auditor_general', 0.1271186440677966], ['military_shelf', 0.1271186440677966], ['technical_risk', 0.1271186440677966], ['vehicle_trailer', 0.1271186440677966], ['audit_report', 0.11864406779661016], ['bushmaster_vehicle', 0.11864406779661016], ['defence_advice', 0.11864406779661016]]","[['mobility_vehicle_light', 1.0], ['auditor_mobility_vehicle', 0.7207207207207208], ['vehicle_light_sensitive', 0.7027027027027027], ['light_sensitive_copy', 0.6936936936936938], ['light_tactical_vehicle', 0.6936936936936938], ['joint_light_tactical', 0.6846846846846848], ['report_auditor_mobility', 0.6846846846846848], ['section_report_auditor', 0.6036036036036037], ['sensitive_copy_sensitive', 0.4594594594594595], ['integral_computing_system', 0.43243243243243246], ['rate_initial_production', 0.3873873873873874], ['low_rate_initial', 0.3603603603603604], ['reliability_demonstration_test', 0.1891891891891892], ['full_rate_production', 0.11711711711711711], ['production_reliability_acceptance', 0.11711711711711711], ['risk_reduction_activity', 0.11711711711711711], ['battle_management_system', 0.09909909909909911], ['government_second_pass', 0.09909909909909911], ['project_land_phase', 0.09909909909909911], ['second_pass_defence', 0.09909909909909911], ['test_evaluation_activity', 0.09909909909909911], ['entry_low_rate', 0.0900900900900901], ['reliability_acceptance_test', 0.0900900900900901], ['reliability_growth_trial', 0.0900900900900901], ['paragraph_section_report', 0.08108108108108109], ['reliability_remediation_plan', 0.08108108108108109], ['defence_advice_government', 0.07207207207207207], ['defence_effective_procurement', 0.07207207207207207], ['final_operational_capability', 0.07207207207207207], ['production_readiness_review', 0.07207207207207207], ['tactical_vehicle_defence', 0.07207207207207207], ['value_money_defence', 0.07207207207207207], ['effective_procurement_process', 0.06306306306306307], ['essential_function_failure', 0.06306306306306307], ['hawkei_joint_light', 0.06306306306306307], ['initial_production_vehicle', 0.06306306306306307], ['pass_defence_government', 0.06306306306306307], ['pass_interim_pass', 0.06306306306306307], ['production_full_rate', 0.06306306306306307], ['series_reliability_trial', 0.06306306306306307], ['sole_source_procurement', 0.06306306306306307], ['test_evaluation_program', 0.06306306306306307], ['ability_procurement_hawkei', 0.05405405405405406], ['budget_scope_reliability', 0.05405405405405406], ['critical_design_review', 0.05405405405405406], ['datum_joint_light', 0.05405405405405406], ['economic_impact_study', 0.05405405405405406], ['effectiveness_value_money', 0.05405405405405406], ['first_pass_defence', 0.05405405405405406], ['function_performance_specification', 0.05405405405405406]]"
3,no_122_contents   Australian Competition and Consumer Commission_data.json,[],[]
4,no_12_Investment and Capital Management Report 2020   The    _data.json,"[['term_fund', 1.0], ['long_term', 0.9444444444444445], ['short_term', 0.6111111111111112], ['asset_class', 0.4444444444444445], ['investment_portfolio', 0.3333333333333333], ['asset_allocation', 0.2777777777777778], ['external_manager', 0.2777777777777778], ['overseas_share', 0.2777777777777778], ['university_investment', 0.2777777777777778], ['australian_share', 0.22222222222222224], ['executive_director', 0.22222222222222224], ['grade_debt', 0.22222222222222224], ['investment_capital', 0.22222222222222224], ['investment_grade', 0.22222222222222224], ['medium_term', 0.22222222222222224], ['real_term', 0.22222222222222224], ['adverse_nancial', 0.16666666666666666], ['annual_cash', 0.16666666666666666], ['capital_management', 0.16666666666666666], ['environmental_social', 0.16666666666666666], ['equity_market', 0.16666666666666666], ['fund_long', 0.16666666666666666], ['fund_value', 0.16666666666666666], ['investment_belief', 0.16666666666666666], ['investment_policy', 0.16666666666666666], ['portfolio_management', 0.16666666666666666], ['risk_management', 0.16666666666666666], ['share_overseas', 0.16666666666666666], ['shareholder_director', 0.16666666666666666], ['social_governance', 0.16666666666666666], ['standard_deviation', 0.16666666666666666], ['term_investment', 0.16666666666666666], ['total_return', 0.16666666666666666], ['absolute_emission', 0.11111111111111112], ['allocation_end', 0.11111111111111112], ['bill_fee', 0.11111111111111112], ['calendar_year', 0.11111111111111112], ['capital_real', 0.11111111111111112], ['carbon_footprint', 0.11111111111111112], ['carbon_intensity', 0.11111111111111112], ['cash_investment', 0.11111111111111112], ['cash_ow', 0.11111111111111112], ['cash_university', 0.11111111111111112], ['class_return', 0.11111111111111112], ['commercial_property', 0.11111111111111112], ['composite_benchmark', 0.11111111111111112], ['condition_crisis', 0.11111111111111112], ['consumer_price', 0.11111111111111112], ['core_objective', 0.11111111111111112], ['currency_year', 0.11111111111111112]]","[['long_term_fund', 1.0], ['short_term_fund', 0.625], ['investment_grade_debt', 0.5], ['australian_share_overseas', 0.37499999999999994], ['environmental_social_governance', 0.37499999999999994], ['fund_long_term', 0.37499999999999994], ['long_term_investment', 0.37499999999999994], ['medium_term_fund', 0.37499999999999994], ['share_overseas_share', 0.37499999999999994], ['term_fund_value', 0.37499999999999994], ['adverse_nancial_condition', 0.25], ['asset_allocation_end', 0.25], ['asset_class_return', 0.25], ['capital_real_term', 0.25], ['cash_investment_grade', 0.25], ['commercial_property_rural', 0.25], ['consumer_price_index', 0.25], ['debt_non_investment', 0.25], ['director_external_investment', 0.25], ['director_shareholder_director', 0.25], ['external_manager_fee', 0.25], ['fund_value_total', 0.25], ['good_practice_portfolio', 0.25], ['grade_debt_non', 0.25], ['investment_capital_management', 0.25], ['link_ˆsydney_edu', 0.25], ['nancial_condition_crisis', 0.25], ['non_investment_grade', 0.25], ['property_rural_property', 0.25], ['property_student_housing', 0.25], ['real_term_ation', 0.25], ['return_bill_fee', 0.25], ['reward_volatility_ratio', 0.25], ['rural_property_student', 0.25], ['shareholder_director_shareholder', 0.25], ['standard_deviation_return', 0.25], ['term_fund_fund', 0.25], ['term_fund_university', 0.25], ['time_adverse_nancial', 0.25], ['total_return_bill', 0.25], ['university_investment_portfolio', 0.25], ['university_long_term', 0.25], ['university_short_term', 0.25], ['value_total_return', 0.25], ['volatility_proxy_risk', 0.25], ['ˆsydney_edu_policy', 0.25], ['ability_credit_ˆsophisticated', 0.125], ['absolute_emission_carbon', 0.125], ['absolute_emission_portfolio', 0.125], ['academic_research_investment', 0.125]]"
5,no_13_WORKING SECURELY WITH DEFENCE   Australian Industry    _data.json,"[['cyber_security', 1.0], ['security_clearance', 0.9315068493150684], ['disp_membership', 0.904109589041096], ['personnel_security', 0.904109589041096], ['physical_security', 0.8082191780821918], ['defence_industry', 0.7534246575342466], ['security_incident', 0.589041095890411], ['security_risk', 0.5753424657534247], ['security_requirement', 0.5342465753424658], ['entry_level', 0.5068493150684932], ['security_officer', 0.4794520547945206], ['supply_chain', 0.4246575342465754], ['standalone_device', 0.36986301369863017], ['top_secret', 0.3561643835616438], ['australian_government', 0.31506849315068497], ['industry_security', 0.31506849315068497], ['level_membership', 0.31506849315068497], ['service_provider', 0.31506849315068497], ['content_publication', 0.30136986301369867], ['security_policy', 0.30136986301369867], ['risk_assessment', 0.28767123287671237], ['clearance_level', 0.27397260273972607], ['network_standalone', 0.27397260273972607], ['requirement_entry', 0.27397260273972607], ['security_industry', 0.27397260273972607], ['security_measure', 0.27397260273972607], ['defence_security', 0.26027397260273977], ['membership_level', 0.26027397260273977], ['hysical_ecurity', 0.24657534246575344], ['ict_cyber', 0.24657534246575344], ['information_asset', 0.24657534246575344], ['high_level', 0.2328767123287671], ['insider_threat', 0.2328767123287671], ['level_disp', 0.2328767123287671], ['classified_information', 0.2191780821917808], ['information_security', 0.2191780821917808], ['level_security', 0.2191780821917808], ['business_security', 0.2054794520547945], ['employment_screening', 0.2054794520547945], ['item_entity', 0.2054794520547945], ['more_information', 0.2054794520547945], ['requirement_disp', 0.2054794520547945], ['security_standard', 0.2054794520547945], ['small_medium', 0.2054794520547945], ['system_network', 0.2054794520547945], ['default_file', 0.1917808219178082], ['defence_contract', 0.1917808219178082], ['overseas_travel', 0.1917808219178082], ['risk_management', 0.1917808219178082], ['secret_information', 0.1917808219178082]]","[['network_standalone_device', 1.0], ['defence_industry_security', 0.9500000000000001], ['requirement_entry_level', 0.9500000000000001], ['ict_cyber_security', 0.9], ['personnel_security_clearance', 0.7499999999999999], ['security_risk_assessment', 0.7499999999999999], ['chief_security_officer', 0.6499999999999999], ['security_industry_resource', 0.6499999999999999], ['security_policy_plan', 0.6499999999999999], ['cyber_security_standard', 0.6], ['level_disp_membership', 0.6], ['small_medium_sized', 0.6], ['cyber_security_requirement', 0.5499999999999999], ['industry_security_program', 0.5499999999999999], ['physical_security_measure', 0.5499999999999999], ['foreign_ownership_control', 0.5], ['official_official_sensitive', 0.5], ['content_publication_cloud', 0.45], ['defence_industry_supply', 0.45], ['cyber_security_incident', 0.39999999999999997], ['hysical_ecurity_one', 0.39999999999999997], ['ownership_control_influence', 0.39999999999999997], ['personnel_security_requirement', 0.39999999999999997], ['secret_top_secret', 0.39999999999999997], ['security_clearance_level', 0.39999999999999997], ['top_secret_information', 0.39999999999999997], ['ability_security_clearance', 0.35], ['accreditation_network_standalone', 0.35], ['cyber_supply_chain', 0.35], ['default_file_official', 0.35], ['disp_membership_requirement', 0.35], ['dspf_handle_store', 0.35], ['industry_supply_chain', 0.35], ['information_physical_asset', 0.35], ['medium_sized_business', 0.35], ['secret_information_material', 0.35], ['security_ict_cyber', 0.35], ['australian_government_security', 0.3], ['defence_accreditation_network', 0.3], ['defence_contract_manager', 0.3], ['governance_personnel_security', 0.3], ['level_ensure_facility', 0.3], ['level_personnel_security', 0.3], ['risk_oversight_management', 0.3], ['security_officer_cso', 0.3], ['security_requirement_disp', 0.3], ['standalone_device_accordance', 0.3], ['standalone_device_process', 0.3], ['supply_chain_risk', 0.3], ['accordance_dspf_handle', 0.25]]"
6,no_151_A Method for Ethical AI in Defence_data.json,"[['official_official', 1.0], ['artificial_intelligence', 0.625], ['decision_maker', 0.375], ['legal_ethical', 0.32142857142857145], ['autonomous_system', 0.30357142857142855], ['dstg_official', 0.2857142857142857], ['official_dstg', 0.2857142857142857], ['ethical_assurance', 0.26785714285714285], ['human_factor', 0.25], ['supply_chain', 0.25], ['human_decision', 0.23214285714285715], ['test_evaluation', 0.23214285714285715], ['ethical_risk', 0.19642857142857145], ['science_technology', 0.17857142857142858], ['ethical_issue', 0.16071428571428573], ['intelligent_system', 0.16071428571428573], ['workshop_participant', 0.16071428571428573], ['decision_process', 0.14285714285714285], ['ethical_defence', 0.14285714285714285], ['assurance_program', 0.125], ['australian_government', 0.125], ['autonomous_intelligent', 0.125], ['data_item', 0.125], ['decision_making', 0.125], ['enterprise_level', 0.125], ['human_error', 0.125], ['hypothesis_evidence', 0.125], ['item_evidence', 0.125], ['lifecycle_system', 0.125], ['participant_system', 0.125], ['plan_leapp', 0.125], ['program_plan', 0.125], ['system_control', 0.125], ['system_human', 0.125], ['ai_system', 0.10714285714285714], ['defence_industry', 0.10714285714285714], ['ethic_autonomous', 0.10714285714285714], ['evidence_hypothesis', 0.10714285714285714], ['human_machine', 0.10714285714285714], ['human_operator', 0.10714285714285714], ['military_decision', 0.10714285714285714], ['rear_echelon', 0.10714285714285714], ['system_defence', 0.10714285714285714], ['trust_system', 0.10714285714285714], ['warfighting_function', 0.10714285714285714], ['ai_defence', 0.08928571428571429], ['business_process', 0.08928571428571429], ['civilian_domain', 0.08928571428571429], ['confidence_level', 0.08928571428571429], ['defence_science', 0.08928571428571429]]","[['official_dstg_official', 1.0], ['legal_ethical_assurance', 0.875], ['autonomous_intelligent_system', 0.4375], ['ethical_assurance_program', 0.4375], ['assurance_program_plan', 0.375], ['program_plan_leapp', 0.375], ['human_decision_maker', 0.3125], ['enterprise_level_rear', 0.25], ['science_technology_group', 0.25], ['strategic_operational_tactical', 0.25], ['subject_matter_expert', 0.25], ['activity_ethical_issue', 0.1875], ['adf_warfighting_function', 0.1875], ['artificial_intelligence_ethic', 0.1875], ['artificial_intelligence_machine', 0.1875], ['assessment_certain_threshold', 0.1875], ['basis_particular_decision', 0.1875], ['business_process_improvement', 0.1875], ['chain_test_evaluation', 0.1875], ['cognitive_anthropological_sociological', 0.1875], ['combatant_non_combatant', 0.1875], ['decision_behaviour_analysis', 0.1875], ['defence_industry_system', 0.1875], ['defence_science_technology', 0.1875], ['effectiveness_integration_transparency', 0.1875], ['ethic_autonomous_intelligent', 0.1875], ['ethical_ai_risk', 0.1875], ['ethical_hypothesis_betterbelief', 0.1875], ['ethical_right_approach', 0.1875], ['ethical_risk_assessment', 0.1875], ['expert_group_artificial', 0.1875], ['explainable_artificial_intelligence', 0.1875], ['factor_confidence_resilience', 0.1875], ['global_ethic_autonomous', 0.1875], ['group_artificial_intelligence', 0.1875], ['high_level_expert', 0.1875], ['human_factor_confidence', 0.1875], ['hypothesis_evidence_hypothesis', 0.1875], ['integration_transparency_human', 0.1875], ['law_symbol_surrender', 0.1875], ['level_expert_group', 0.1875], ['map_ethical_right', 0.1875], ['number_unique_item', 0.1875], ['part_joint_strike', 0.1875], ['point_user_most', 0.1875], ['program_ethical_risk', 0.1875], ['propose_ethical_hypothesis', 0.1875], ['question_topic_method', 0.1875], ['report_outcome_workshop', 0.1875], ['risk_assessment_certain', 0.1875]]"
7,no_155_Working locally  competing globally   City of Greater Bendigo_data.json,"[['great_bendigo', 1.0], ['manufacturing_mining', 0.888888888888889], ['cent_region', 0.7777777777777777], ['notable_company', 0.6666666666666666], ['co_ee', 0.5555555555555556], ['economic_output', 0.5555555555555556], ['fast_fact', 0.5555555555555556], ['harrower_tube', 0.5555555555555556], ['local_economy', 0.5555555555555556], ['manufacturing_sector', 0.5555555555555556], ['city_great', 0.4444444444444445], ['fibre_sector', 0.4444444444444445], ['food_fibre', 0.4444444444444445], ['great_place', 0.4444444444444445], ['people_sector', 0.4444444444444445], ['region_total', 0.4444444444444445], ['bendigo_manufacturing', 0.3333333333333333], ['building_manufacturing', 0.3333333333333333], ['cent_great', 0.3333333333333333], ['competitive_advantage', 0.3333333333333333], ['enviable_lifestyle', 0.3333333333333333], ['great_region', 0.3333333333333333], ['high_profile', 0.3333333333333333], ['large_scale', 0.3333333333333333], ['local_business', 0.3333333333333333], ['major_regional', 0.3333333333333333], ['manufacturing_business', 0.3333333333333333], ['manufacturing_process', 0.3333333333333333], ['mining_industry', 0.3333333333333333], ['mining_sector', 0.3333333333333333], ['new_business', 0.3333333333333333], ['product_year', 0.3333333333333333], ['responsible_cent', 0.3333333333333333], ['sector_annual', 0.3333333333333333], ['sector_people', 0.3333333333333333], ['sector_responsible', 0.3333333333333333], ['spotlight_spotlight', 0.3333333333333333], ['vehicle_australian', 0.3333333333333333], ['world_class', 0.3333333333333333], ['annual_economic', 0.22222222222222224], ['armoured_vehicle', 0.22222222222222224], ['art_culture', 0.22222222222222224], ['australian_defence', 0.22222222222222224], ['australian_force', 0.22222222222222224], ['average_cent', 0.22222222222222224], ['bendigo_great', 0.22222222222222224], ['beverage_manufacturing', 0.22222222222222224], ['brick_paver', 0.22222222222222224], ['building_product', 0.22222222222222224], ['bushmaster_hawkei', 0.22222222222222224]]","[['cent_region_total', 1.0], ['food_fibre_sector', 1.0], ['manufacturing_mining_sector', 1.0], ['annual_economic_output', 0.6666666666666667], ['australian_defence_apparel', 0.6666666666666667], ['building_manufacturing_construction', 0.6666666666666667], ['city_great_unit', 0.6666666666666667], ['company_australian_defence', 0.6666666666666667], ['company_fast_fact', 0.6666666666666667], ['concentrated_economic_base', 0.6666666666666667], ['contact_city_great', 0.6666666666666667], ['contract_next_generation', 0.6666666666666667], ['contribute_economic_output', 0.6666666666666667], ['economic_output_region', 0.6666666666666667], ['enviable_lifestyle_resident', 0.6666666666666667], ['food_beverage_manufacturing', 0.6666666666666667], ['generation_vehicle_australian', 0.6666666666666667], ['great_place_work', 0.6666666666666667], ['green_olive_warehouse', 0.6666666666666667], ['high_profile_supercar', 0.6666666666666667], ['large_concentrated_economic', 0.6666666666666667], ['next_generation_vehicle', 0.6666666666666667], ['number_high_profile', 0.6666666666666667], ['olive_warehouse_undercover', 0.6666666666666667], ['parmalat_prestige_fresh', 0.6666666666666667], ['prestige_fresh_food', 0.6666666666666667], ['profile_supercar_team', 0.6666666666666667], ['region_total_export', 0.6666666666666667], ['sector_annual_economic', 0.6666666666666667], ['sector_responsible_export', 0.6666666666666667], ['spotlight_harrower_tube', 0.6666666666666667], ['spotlight_spotlight_engineering', 0.6666666666666667], ['thale_contract_next', 0.6666666666666667], ['undercover_roaster_true', 0.6666666666666667], ['warehouse_undercover_roaster', 0.6666666666666667], ['ability_complete_project', 0.33333333333333337], ['able_employee_brilliant', 0.33333333333333337], ['able_industry_number', 0.33333333333333337], ['abundance_allied_health', 0.33333333333333337], ['access_broad_gauge', 0.33333333333333337], ['access_easy_access', 0.33333333333333337], ['access_expert_construction', 0.33333333333333337], ['access_farm_market', 0.33333333333333337], ['access_melbourne_local', 0.33333333333333337], ['access_port_excellent', 0.33333333333333337], ['access_subcontractor_flexibility', 0.33333333333333337], ['accuracy_timber_length', 0.33333333333333337], ['accustomed_mining_company', 0.33333333333333337], ['act_historic_modern', 0.33333333333333337], ['activity_capital_art', 0.33333333333333337]]"
